"from","to","weight"
"PCNA","CHEK1",835
"PCNA","CHEK1",835
"RAD51","CHEK1",999
"RAD51","CHEK1",999
"REN","ACE2",966
"REN","ACE2",966
"ANPEP","ACE2",710
"ANPEP","ACE2",710
"CALM1","ACE2",785
"CALM1","ACE2",785
"DPP4","ACE2",980
"DPP4","ACE2",980
"SLC15A1","ACE2",733
"SLC15A1","ACE2",733
"IL2","JAK3",995
"IL2","JAK3",995
"EGFR","JAK3",870
"EGFR","JAK3",870
"PTPN2","JAK3",971
"PTPN2","JAK3",971
"LCK","JAK3",940
"LCK","JAK3",940
"PTPN11","JAK3",966
"PTPN11","JAK3",966
"FYN","JAK3",918
"FYN","JAK3",918
"STAT1","JAK3",982
"STAT1","JAK3",982
"SYK","JAK3",923
"SYK","JAK3",923
"MAPK8","JAK3",925
"MAPK8","JAK3",925
"GABRB2","GABRA1",971
"GABRB2","GABRA1",971
"GABRB1","GABRA1",935
"GABRB1","GABRA1",935
"PRKCG","PRKD2",819
"PRKCG","PRKD2",819
"NFKB1","MAPK9",869
"NFKB1","MAPK9",869
"IL2","MAPK9",922
"IL2","MAPK9",922
"NR3C1","MAPK9",913
"NR3C1","MAPK9",913
"EGFR","MAPK9",704
"EGFR","MAPK9",704
"APP","MAPK9",939
"APP","MAPK9",939
"FOS","MAPK9",932
"FOS","MAPK9",932
"LCK","MAPK9",931
"LCK","MAPK9",931
"ESR2","MAPK9",811
"ESR2","MAPK9",811
"JUN","MAPK9",999
"JUN","MAPK9",999
"MAPK8","MAPK9",980
"MAPK8","MAPK9",980
"JAK3","MAPK9",919
"JAK3","MAPK9",919
"PRKCG","OPRM1",761
"PRKCG","OPRM1",761
"HDAC1","OPRM1",915
"HDAC1","OPRM1",915
"GRIK5","GRIK2",975
"GRIK5","GRIK2",975
"GRIA2","GRIK2",733
"GRIA2","GRIK2",733
"GRIK1","GRIK2",841
"GRIK1","GRIK2",841
"CSK","RHOA",949
"CSK","RHOA",949
"IL2","RHOA",929
"IL2","RHOA",929
"CAPNS1","RHOA",919
"CAPNS1","RHOA",919
"CDK2","RHOA",955
"CDK2","RHOA",955
"EGFR","RHOA",968
"EGFR","RHOA",968
"EPHA1","RHOA",961
"EPHA1","RHOA",961
"EPHA4","RHOA",955
"EPHA4","RHOA",955
"LY96","RHOA",907
"LY96","RHOA",907
"ACE","RHOA",963
"ACE","RHOA",963
"LRRK2","RHOA",794
"LRRK2","RHOA",794
"EDNRA","RHOA",932
"EDNRA","RHOA",932
"GNG2","RHOA",766
"GNG2","RHOA",766
"EPHA3","RHOA",935
"EPHA3","RHOA",935
"LCK","RHOA",943
"LCK","RHOA",943
"PTPN11","RHOA",954
"PTPN11","RHOA",954
"FYN","RHOA",969
"FYN","RHOA",969
"EPHA7","RHOA",931
"EPHA7","RHOA",931
"PTPN1","RHOA",934
"PTPN1","RHOA",934
"SYK","RHOA",822
"SYK","RHOA",822
"EPHA6","RHOA",920
"EPHA6","RHOA",920
"MAPK8","RHOA",986
"MAPK8","RHOA",986
"JAK3","RHOA",925
"JAK3","RHOA",925
"MAPK9","RHOA",878
"MAPK9","RHOA",878
"TNFRSF1A","ERN1",709
"TNFRSF1A","ERN1",709
"SIGMAR1","ERN1",796
"SIGMAR1","ERN1",796
"P4HB","ERN1",784
"P4HB","ERN1",784
"JUN","ERN1",794
"JUN","ERN1",794
"HSPA1A","ERN1",886
"HSPA1A","ERN1",886
"HDAC7","ESR1",960
"HDAC7","ESTROGEN RECEPTOR ALPHA",960
"HDAC7","ESR1",960
"HDAC7","ESTROGEN RECEPTOR ALPHA",960
"NFKB1","ESR1",839
"NFKB1","ESTROGEN RECEPTOR ALPHA",839
"NFKB1","ESR1",839
"NFKB1","ESTROGEN RECEPTOR ALPHA",839
"NR3C1","ESR1",930
"NR3C1","ESTROGEN RECEPTOR ALPHA",930
"NR3C1","ESR1",930
"NR3C1","ESTROGEN RECEPTOR ALPHA",930
"AHR","ESR1",998
"AHR","ESTROGEN RECEPTOR ALPHA",998
"AHR","ESR1",998
"AHR","ESTROGEN RECEPTOR ALPHA",998
"NR0B2","ESR1",980
"NR0B2","ESTROGEN RECEPTOR ALPHA",980
"NR0B2","ESR1",980
"NR0B2","ESTROGEN RECEPTOR ALPHA",980
"EP300","ESR1",999
"EP300","ESTROGEN RECEPTOR ALPHA",999
"EP300","ESR1",999
"EP300","ESTROGEN RECEPTOR ALPHA",999
"IL1B","ESR1",729
"IL1B","ESTROGEN RECEPTOR ALPHA",729
"IL1B","ESR1",729
"IL1B","ESTROGEN RECEPTOR ALPHA",729
"HDAC4","ESR1",983
"HDAC4","ESTROGEN RECEPTOR ALPHA",983
"HDAC4","ESR1",983
"HDAC4","ESTROGEN RECEPTOR ALPHA",983
"CDK2","ESR1",715
"CDK2","ESTROGEN RECEPTOR ALPHA",715
"CDK2","ESR1",715
"CDK2","ESTROGEN RECEPTOR ALPHA",715
"NCOR1","ESR1",999
"NCOR1","ESTROGEN RECEPTOR ALPHA",999
"NCOR1","ESR1",999
"NCOR1","ESTROGEN RECEPTOR ALPHA",999
"EGFR","ESR1",996
"EGFR","ESTROGEN RECEPTOR ALPHA",996
"EGFR","ESR1",996
"EGFR","ESTROGEN RECEPTOR ALPHA",996
"NOS3","ESR1",998
"NOS3","ESTROGEN RECEPTOR ALPHA",998
"NOS3","ESR1",998
"NOS3","ESTROGEN RECEPTOR ALPHA",998
"HDAC3","ESR1",782
"HDAC3","ESTROGEN RECEPTOR ALPHA",782
"HDAC3","ESR1",782
"HDAC3","ESTROGEN RECEPTOR ALPHA",782
"FOS","ESR1",998
"FOS","ESTROGEN RECEPTOR ALPHA",998
"FOS","ESR1",998
"FOS","ESTROGEN RECEPTOR ALPHA",998
"TERT","ESR1",949
"TERT","ESTROGEN RECEPTOR ALPHA",949
"TERT","ESR1",949
"TERT","ESTROGEN RECEPTOR ALPHA",949
"P4HB","ESR1",891
"P4HB","ESTROGEN RECEPTOR ALPHA",891
"P4HB","ESR1",891
"P4HB","ESTROGEN RECEPTOR ALPHA",891
"GNG2","ESR1",900
"GNG2","ESTROGEN RECEPTOR ALPHA",900
"GNG2","ESR1",900
"GNG2","ESTROGEN RECEPTOR ALPHA",900
"PTPN11","ESR1",900
"PTPN11","ESTROGEN RECEPTOR ALPHA",900
"PTPN11","ESR1",900
"PTPN11","ESTROGEN RECEPTOR ALPHA",900
"ESR2","ESR1",987
"ESR2","ESTROGEN RECEPTOR ALPHA",987
"ESR2","ESR1",987
"ESR2","ESTROGEN RECEPTOR ALPHA",987
"CALM1","ESR1",925
"CALM1","ESTROGEN RECEPTOR ALPHA",925
"CALM1","ESR1",925
"CALM1","ESTROGEN RECEPTOR ALPHA",925
"STAT1","ESR1",832
"STAT1","ESTROGEN RECEPTOR ALPHA",832
"STAT1","ESR1",832
"STAT1","ESTROGEN RECEPTOR ALPHA",832
"JUN","ESR1",999
"JUN","ESTROGEN RECEPTOR ALPHA",999
"JUN","ESR1",999
"JUN","ESTROGEN RECEPTOR ALPHA",999
"HDAC1","ESR1",999
"HDAC1","ESTROGEN RECEPTOR ALPHA",999
"HDAC1","ESR1",999
"HDAC1","ESTROGEN RECEPTOR ALPHA",999
"PCNA","ESR1",908
"PCNA","ESTROGEN RECEPTOR ALPHA",908
"PCNA","ESR1",908
"PCNA","ESTROGEN RECEPTOR ALPHA",908
"RPS6KA3","ESR1",840
"RPS6KA3","ESTROGEN RECEPTOR ALPHA",840
"RPS6KA3","ESR1",840
"RPS6KA3","ESTROGEN RECEPTOR ALPHA",840
"AKT2","ESR1",710
"AKT2","ESTROGEN RECEPTOR ALPHA",710
"AKT2","ESR1",710
"AKT2","ESTROGEN RECEPTOR ALPHA",710
"MAPK8","ESR1",886
"MAPK8","ESTROGEN RECEPTOR ALPHA",886
"MAPK8","ESR1",886
"MAPK8","ESTROGEN RECEPTOR ALPHA",886
"CXCL12","ESR1",948
"CXCL12","ESTROGEN RECEPTOR ALPHA",948
"CXCL12","ESR1",948
"CXCL12","ESTROGEN RECEPTOR ALPHA",948
"CYP19A1","ESR1",922
"CYP19A1","ESTROGEN RECEPTOR ALPHA",922
"CYP19A1","ESR1",922
"CYP19A1","ESTROGEN RECEPTOR ALPHA",922
"NCOR2","ESR1",999
"NCOR2","ESTROGEN RECEPTOR ALPHA",999
"NCOR2","ESR1",999
"NCOR2","ESTROGEN RECEPTOR ALPHA",999
"CREB1","ESR1",858
"CREB1","ESTROGEN RECEPTOR ALPHA",858
"CREB1","ESR1",858
"CREB1","ESTROGEN RECEPTOR ALPHA",858
"MAPK9","ESR1",851
"MAPK9","ESTROGEN RECEPTOR ALPHA",851
"MAPK9","ESR1",851
"MAPK9","ESTROGEN RECEPTOR ALPHA",851
"EP300","HDAC9",916
"EP300","HDAC9",916
"NCOR1","HDAC9",987
"NCOR1","HDAC9",987
"HDAC3","HDAC9",837
"HDAC3","HDAC9",837
"HDAC1","HDAC9",949
"HDAC1","HDAC9",949
"NCOR2","HDAC9",881
"NCOR2","HDAC9",881
"GABRB2","GABRG2",909
"GABRB2","GABRG2",909
"GABRB1","GABRG2",860
"GABRB1","GABRG2",860
"GRIA2","GABRG2",738
"GRIA2","GABRG2",738
"GABRA1","GABRG2",987
"GABRA1","GABRG2",987
"CFTR","PSMA1",903
"CFTR","PSMA1",903
"PSMA4","PSMA1",999
"PSMA4","PSMA1",999
"PSMA3","PSMA1",999
"PSMA3","PSMA1",999
"PSMA2","PSMA1",999
"PSMA2","PSMA1",999
"NFKB1","PSMA1",934
"NFKB1","PSMA1",934
"ODC1","PSMA1",900
"ODC1","PSMA1",900
"FOLH1","PSMA1",762
"FOLH1","PSMA1",762
"PSMB7","PSMA1",999
"PSMB7","PSMA1",999
"PSMA6","PSMA1",999
"PSMA6","PSMA1",999
"PSMB1","PSMA1",999
"PSMB1","PSMA1",999
"PSMB6","PSMA1",999
"PSMB6","PSMA1",999
"PSMA5","PSMA1",999
"PSMA5","PSMA1",999
"PSMB4","PSMA1",999
"PSMB4","PSMA1",999
"PSMA8","PSMA1",997
"PSMA8","PSMA1",997
"RUVBL1","PSMA1",709
"RUVBL1","PSMA1",709
"PSMB10","PSMA1",999
"PSMB10","PSMA1",999
"PSMB5","PSMA1",999
"PSMB5","PSMA1",999
"PSMA7","PSMA1",999
"PSMA7","PSMA1",999
"PSMB2","PSMA1",999
"PSMB2","PSMA1",999
"PSMB9","PSMA1",999
"PSMB9","PSMA1",999
"PSMB8","PSMA1",999
"PSMB8","PSMA1",999
"PSMB11","PSMA1",982
"PSMB11","PSMA1",982
"CPA1","CPB1",843
"CPA1","CPB1",843
"CPB2","CPB1",825
"CPB2","CPB1",825
"CTRB1","CPB1",838
"CTRB1","CPB1",838
"IDE","MME",897
"IDE","MME",897
"REN","MME",730
"REN","MME",730
"APP","MME",792
"APP","MME",792
"KIT","MME",731
"KIT","MME",731
"ACE","MME",865
"ACE","MME",865
"ANPEP","MME",901
"ANPEP","MME",901
"BACE1","MME",728
"BACE1","MME",728
"DPP4","MME",932
"DPP4","MME",932
"NPPA","MME",764
"NPPA","MME",764
"ACE2","MME",960
"ACE2","MME",960
"MTNR1B","ADCY5",773
"MTNR1B","ADCY5",773
"EDNRA","ADCY5",909
"EDNRA","ADCY5",909
"PDE5A","ADCY5",798
"PDE5A","ADCY5",798
"BRD4","BRD9",809
"BRD4","BRD9",809
"FYN","CASR",913
"FYN","CASR",913
"TAS2R31","CASR",709
"TAS2R31","CASR",709
"PRKCG","GRIA1",964
"PRKCG","GRIA1",964
"SLC1A2","GRIA1",760
"SLC1A2","GRIA1",760
"GRIA4","GRIA1",844
"GRIA4","GRIA1",844
"GRIA2","GRIA1",998
"GRIA2","GRIA1",998
"CAMK2D","GRIA1",928
"CAMK2D","GRIA1",928
"GRIK2","GRIA1",796
"GRIK2","GRIA1",796
"GABRG2","GRIA1",700
"GABRG2","GRIA1",700
"HDAC7","HDAC2",856
"HDAC7","HDAC2",856
"CBX7","HDAC2",997
"CBX7","HDAC2",997
"HDAC10","HDAC2",737
"HDAC10","HDAC2",737
"HDAC5","HDAC2",955
"HDAC5","HDAC2",955
"NFKB1","HDAC2",952
"NFKB1","HDAC2",952
"NR3C1","HDAC2",981
"NR3C1","HDAC2",981
"EP300","HDAC2",996
"EP300","HDAC2",996
"THRA","HDAC2",702
"THRA","HDAC2",702
"USP4","HDAC2",708
"USP4","HDAC2",708
"NCOR1","HDAC2",995
"NCOR1","HDAC2",995
"CBX4","HDAC2",935
"CBX4","HDAC2",935
"PPARG","HDAC2",789
"PPARG","HDAC2",789
"GRIA2","HDAC2",917
"GRIA2","HDAC2",917
"HDAC3","HDAC2",840
"HDAC3","HDAC2",840
"CTBP2","HDAC2",951
"CTBP2","HDAC2",951
"KDM5B","HDAC2",747
"KDM5B","HDAC2",747
"JUN","HDAC2",867
"JUN","HDAC2",867
"HDAC1","HDAC2",999
"HDAC1","HDAC2",999
"AR","HDAC2",709
"AR","HDAC2",709
"THRB","HDAC2",725
"THRB","HDAC2",725
"NCOR2","HDAC2",992
"NCOR2","HDAC2",992
"CREB1","HDAC2",762
"CREB1","HDAC2",762
"OPRM1","HDAC2",915
"OPRM1","HDAC2",915
"ESR1","HDAC2",766
"ESTROGEN RECEPTOR ALPHA","HDAC2",766
"ESR1","HDAC2",766
"ESTROGEN RECEPTOR ALPHA","HDAC2",766
"AHR","IDO1",857
"AHR","IDO1",857
"TPH1","IDO1",942
"TPH1","IDO1",942
"NR0B2","IDO1",741
"NR0B2","IDO1",741
"KYNU","IDO1",969
"KYNU","IDO1",969
"TPH2","IDO1",917
"TPH2","IDO1",917
"MAOA","IDO1",914
"MAOA","IDO1",914
"PTPN11","IDO1",804
"PTPN11","IDO1",804
"KMO","IDO1",715
"KMO","IDO1",715
"MAOB","IDO1",905
"MAOB","IDO1",905
"CYP1A1","IDO1",931
"CYP1A1","IDO1",931
"APP","NTRK1",954
"APP","NTRK1",954
"PTPN11","NTRK1",973
"PTPN11","NTRK1",973
"MMP9","NTRK1",814
"MMP9","NTRK1",814
"RHOA","NTRK1",950
"RHOA","NTRK1",950
"CSK","CAPN1",909
"CSK","CAPN1",909
"CAPNS1","CAPN1",988
"CAPNS1","CAPN1",988
"APP","CAPN1",748
"APP","CAPN1",748
"CAPN2","CAPN1",838
"CAPN2","CAPN1",838
"SNCA","CAPN1",922
"SNCA","CAPN1",922
"PTPN1","CAPN1",963
"PTPN1","CAPN1",963
"RHOA","CAPN1",927
"RHOA","CAPN1",927
"DPP4","NAALAD2",783
"DPP4","NAALAD2",783
"IL1B","CASP1",999
"IL1B","CASP1",999
"CXCL8","CASP1",722
"CXCL8","CASP1",722
"ESR2","CASP1",725
"ESR2","CASP1",725
"CTSB","CASP1",766
"CTSB","CASP1",766
"TLR9","CASP1",727
"TLR9","CASP1",727
"XIAP","CASP1",712
"XIAP","CASP1",712
"SYK","CASP1",715
"SYK","CASP1",715
"CASP5","CASP1",937
"CASP5","CASP1",937
"CASP4","CASP1",965
"CASP4","CASP1",965
"RHOA","CASP1",930
"RHOA","CASP1",930
"CXCL12","GRK6",928
"CXCL12","GRK6",928
"OPRM1","GRK6",892
"OPRM1","GRK6",892
"TPH1","HTR2A",806
"TPH1","HTR2A",806
"HTR2B","HTR2A",868
"HTR2B","HTR2A",868
"HTR2C","HTR2A",928
"HTR2C","HTR2A",928
"MAOA","HTR2A",782
"MAOA","HTR2A",782
"GRM6","GRM4",829
"GRM6","GRM4",829
"HTR1A","GRM4",796
"HTR1A","GRM4",796
"GRM8","GRM4",835
"GRM8","GRM4",835
"CFTR","LPAR2",776
"CFTR","LPAR2",776
"NFKB1","LPAR2",902
"NFKB1","LPAR2",902
"EGFR","LPAR2",917
"EGFR","LPAR2",917
"FOS","LPAR2",911
"FOS","LPAR2",911
"CXCL8","LPAR2",929
"CXCL8","LPAR2",929
"GNG2","LPAR2",800
"GNG2","LPAR2",800
"JUN","LPAR2",914
"JUN","LPAR2",914
"RHOA","LPAR2",944
"RHOA","LPAR2",944
"HCAR2","GPR84",723
"HCAR2","GPR84",723
"PDGFRB","PGF",782
"PDGFRB","PGF",782
"EGFR","PGF",774
"EGFR","PGF",774
"KIT","PGF",792
"KIT","PGF",792
"NTRK1","PGF",952
"NTRK1","PGF",952
"TYROSINASE","MC1R",867
"TYR","MC1R",867
"TYROSINASE","MC1R",867
"TYR","MC1R",867
"KIT","MC1R",764
"KIT","MC1R",764
"MMP2","AKT1",772
"MMP2","AKT1",772
"GSK3A","AKT1",992
"GSK3A","AKT1",992
"NFKB1","AKT1",958
"NFKB1","AKT1",958
"IL2","AKT1",966
"IL2","AKT1",966
"LNPEP","AKT1",926
"LNPEP","AKT1",926
"G6PC","AKT1",703
"G6PC","AKT1",703
"PDGFRB","AKT1",937
"PDGFRB","AKT1",937
"EP300","AKT1",998
"EP300","AKT1",998
"NOX4","AKT1",783
"NOX4","AKT1",783
"IL1B","AKT1",777
"IL1B","AKT1",777
"AKT3","AKT1",822
"AKT3","AKT1",822
"EGFR","AKT1",794
"EGFR","AKT1",794
"PPARG","AKT1",846
"PPARG","AKT1",846
"KIT","AKT1",758
"KIT","AKT1",758
"NOS3","AKT1",999
"NOS3","AKT1",999
"FOS","AKT1",711
"FOS","AKT1",711
"CXCL8","AKT1",714
"CXCL8","AKT1",714
"TERT","AKT1",993
"TERT","AKT1",993
"PRKDC","AKT1",998
"PRKDC","AKT1",998
"EDNRA","AKT1",937
"EDNRA","AKT1",937
"GSK3B","AKT1",996
"GSK3B","AKT1",996
"NOS2","AKT1",965
"NOS2","AKT1",965
"CASP9","AKT1",984
"CASP9","AKT1",984
"RARB","AKT1",921
"RARB","AKT1",921
"HDAC6","AKT1",704
"HDAC6","AKT1",704
"LCK","AKT1",939
"LCK","AKT1",939
"MAPT","AKT1",858
"MAPT","AKT1",858
"PTPN11","AKT1",978
"PTPN11","AKT1",978
"ESR2","AKT1",872
"ESR2","AKT1",872
"FYN","AKT1",819
"FYN","AKT1",819
"STAT1","AKT1",977
"STAT1","AKT1",977
"XIAP","AKT1",955
"XIAP","AKT1",955
"JUN","AKT1",974
"JUN","AKT1",974
"PTPN1","AKT1",975
"PTPN1","AKT1",975
"MMP9","AKT1",815
"MMP9","AKT1",815
"AR","AKT1",979
"AR","AKT1",979
"AKT1S1","AKT1",992
"AKT1S1","AKT1",992
"AKT2","AKT1",974
"AKT2","AKT1",974
"CXCL12","AKT1",709
"CXCL12","AKT1",709
"NFE2L2","AKT1",776
"NFE2L2","AKT1",776
"NCOR2","AKT1",953
"NCOR2","AKT1",953
"CREB1","AKT1",986
"CREB1","AKT1",986
"JAK3","AKT1",925
"JAK3","AKT1",925
"RHOA","AKT1",995
"RHOA","AKT1",995
"ESR1","AKT1",985
"ESTROGEN RECEPTOR ALPHA","AKT1",985
"ESR1","AKT1",985
"ESTROGEN RECEPTOR ALPHA","AKT1",985
"ADCY5","AKT1",700
"ADCY5","AKT1",700
"ALOX12","ALOX15",905
"ALOX12","ALOX15",905
"PPARG","ALOX15",763
"PPARG","ALOX15",763
"ALOX5","ALOX15",912
"ALOX5","ALOX15",912
"ALOX15B","ALOX15",912
"ALOX15B","ALOX15",912
"APP","FPR2",717
"APP","FPR2",717
"GNG2","FPR2",800
"GNG2","FPR2",800
"HTR2C","FPR1",900
"HTR2C","FPR1",900
"CXCL12","FPR1",927
"CXCL12","FPR1",927
"FPR2","FPR1",967
"FPR2","FPR1",967
"ARG2","NOS1",968
"ARG2","NOS1",968
"AKT3","NOS1",815
"AKT3","NOS1",815
"NOS3","NOS1",810
"NOS3","NOS1",810
"NOS2","NOS1",833
"NOS2","NOS1",833
"CAMK2D","NOS1",803
"CAMK2D","NOS1",803
"ARG1","NOS1",965
"ARG1","NOS1",965
"CALM1","NOS1",948
"CALM1","NOS1",948
"AKT2","NOS1",823
"AKT2","NOS1",823
"AKT1","NOS1",918
"AKT1","NOS1",918
"EP300","ABCB1",917
"EP300","ABCB1",917
"MAPK8","ABCB1",918
"MAPK8","ABCB1",918
"MYOC","CYP1B1",822
"MYOC","CYP1B1",822
"AHR","CYP1B1",924
"AHR","CYP1B1",924
"GSTM1","CYP1B1",886
"GSTM1","CYP1B1",886
"CYP1A1","CYP1B1",934
"CYP1A1","CYP1B1",934
"AKR1C3","CYP1B1",936
"AKR1C3","CYP1B1",936
"IDO1","CYP1B1",927
"IDO1","CYP1B1",927
"MMP2","VEGFA",984
"MMP2","VEGFA",984
"CSK","VEGFA",933
"CSK","VEGFA",933
"IL2","VEGFA",753
"IL2","VEGFA",753
"PDGFRB","VEGFA",947
"PDGFRB","VEGFA",947
"EP300","VEGFA",972
"EP300","VEGFA",972
"IL1B","VEGFA",857
"IL1B","VEGFA",857
"ICAM1","VEGFA",763
"ICAM1","VEGFA",763
"REN","VEGFA",711
"REN","VEGFA",711
"EGFR","VEGFA",944
"EGFR","VEGFA",944
"KIT","VEGFA",902
"KIT","VEGFA",902
"VCAM1","VEGFA",761
"VCAM1","VEGFA",761
"NOS3","VEGFA",985
"NOS3","VEGFA",985
"MMP3","VEGFA",965
"MMP3","VEGFA",965
"CXCL8","VEGFA",879
"CXCL8","VEGFA",879
"PTPN2","VEGFA",914
"PTPN2","VEGFA",914
"MMP1","VEGFA",967
"MMP1","VEGFA",967
"PTPN11","VEGFA",951
"PTPN11","VEGFA",951
"FYN","VEGFA",938
"FYN","VEGFA",938
"JUN","VEGFA",972
"JUN","VEGFA",972
"MMP9","VEGFA",987
"MMP9","VEGFA",987
"CA9","VEGFA",732
"CARBONIC ANHYDRASE IX","VEGFA",732
"CA9","VEGFA",732
"CARBONIC ANHYDRASE IX","VEGFA",732
"CXCL12","VEGFA",849
"CXCL12","VEGFA",849
"CREB1","VEGFA",965
"CREB1","VEGFA",965
"RHOA","VEGFA",963
"RHOA","VEGFA",963
"NTRK1","VEGFA",994
"NTRK1","VEGFA",994
"PGF","VEGFA",984
"PGF","VEGFA",984
"AKT1","VEGFA",896
"AKT1","VEGFA",896
"EPHA4","EPHA5",907
"EPHA4","EPHA5",907
"EPHA3","EPHA5",905
"EPHA3","EPHA5",905
"LCK","EPHA5",903
"LCK","EPHA5",903
"FYN","EPHA5",911
"FYN","EPHA5",911
"EPHA7","EPHA5",909
"EPHA7","EPHA5",909
"EPHA6","EPHA5",914
"EPHA6","EPHA5",914
"RHOA","EPHA5",926
"RHOA","EPHA5",926
"PRKCG","GRIA3",924
"PRKCG","GRIA3",924
"GRIA4","GRIA3",819
"GRIA4","GRIA3",819
"GRIA2","GRIA3",995
"GRIA2","GRIA3",995
"CAMK2D","GRIA3",925
"CAMK2D","GRIA3",925
"GRIA1","GRIA3",960
"GRIA1","GRIA3",960
"CFTR","GNB1",901
"CFTR","GNB1",901
"HDAC5","GNB1",927
"HDAC5","GNB1",927
"MTNR1B","GNB1",784
"MTNR1B","GNB1",784
"PRKCG","GNB1",707
"PRKCG","GNB1",707
"HTR2C","GNB1",912
"HTR2C","GNB1",912
"NOS3","GNB1",903
"NOS3","GNB1",903
"MTNR1A","GNB1",808
"MTNR1A","GNB1",808
"CXCL8","GNB1",980
"CXCL8","GNB1",980
"PRKCH","GNB1",700
"PRKCH","GNB1",700
"GNG2","GNB1",999
"GNG2","GNB1",999
"LCK","GNB1",902
"LCK","GNB1",902
"PTPN11","GNB1",912
"PTPN11","GNB1",912
"ESR2","GNB1",905
"ESR2","GNB1",905
"ADORA1","GNB1",824
"ADORA1","GNB1",824
"HTR1B","GNB1",980
"HTR1B","GNB1",980
"NTSR1","GNB1",825
"NTSR1","GNB1",825
"AR","GNB1",900
"AR","GNB1",900
"AKT2","GNB1",751
"AKT2","GNB1",751
"CXCL12","GNB1",900
"CXCL12","GNB1",900
"RHOA","GNB1",833
"RHOA","GNB1",833
"ESR1","GNB1",926
"ESTROGEN RECEPTOR ALPHA","GNB1",926
"ESR1","GNB1",926
"ESTROGEN RECEPTOR ALPHA","GNB1",926
"LPAR2","GNB1",835
"LPAR2","GNB1",835
"AKT1","GNB1",957
"AKT1","GNB1",957
"FPR2","GNB1",824
"FPR2","GNB1",824
"FPR1","GNB1",914
"FPR1","GNB1",914
"MMP2","EPHB6",904
"MMP2","EPHB6",904
"MMP9","EPHB6",902
"MMP9","EPHB6",902
"CFTR","PSMB3",914
"CFTR","PSMB3",914
"PSMA4","PSMB3",999
"PSMA4","PSMB3",999
"PSMA3","PSMB3",999
"PSMA3","PSMB3",999
"PSMA2","PSMB3",999
"PSMA2","PSMB3",999
"NFKB1","PSMB3",936
"NFKB1","PSMB3",936
"ODC1","PSMB3",900
"ODC1","PSMB3",900
"PSMB7","PSMB3",999
"PSMB7","PSMB3",999
"PSMA6","PSMB3",999
"PSMA6","PSMB3",999
"PSMB1","PSMB3",999
"PSMB1","PSMB3",999
"PSMB6","PSMB3",999
"PSMB6","PSMB3",999
"PSMA5","PSMB3",999
"PSMA5","PSMB3",999
"PSMB4","PSMB3",999
"PSMB4","PSMB3",999
"PSMA8","PSMB3",999
"PSMA8","PSMB3",999
"PSMB10","PSMB3",999
"PSMB10","PSMB3",999
"PSMB5","PSMB3",999
"PSMB5","PSMB3",999
"PSMA7","PSMB3",999
"PSMA7","PSMB3",999
"PSMB2","PSMB3",999
"PSMB2","PSMB3",999
"PSMB9","PSMB3",999
"PSMB9","PSMB3",999
"PSMB8","PSMB3",999
"PSMB8","PSMB3",999
"PSMB11","PSMB3",984
"PSMB11","PSMB3",984
"PSMA1","PSMB3",999
"PSMA1","PSMB3",999
